GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
11,8212.77,100,100,补贴,宁波,0
0,18334.56,10,10,其它差旅费,成都,0
0,18334.56,68.9,68.9,出租车费,成都,0
5,5838.25,1176,1176,餐费,重庆,0
24,3090,41,41,餐费,上海,0
4,9063.2,42,42,出租车费,石家庄,0
4,11235,240,240,其它差旅费,宁波,0
6,14718,2796,2796,餐费,长春,0
1,1426,190,190,旅馆房费-国内,乌鲁木齐,0
0,18188.6,480,480,旅馆房费-国内,上海,0
4,9063.2,206.5,206.5,其它差旅费,石家庄,0
1,1426,836,836,旅馆房费-国内,乌鲁木齐,0
24,14093.5,600,600,餐费,海口,0
2,9688.7,2530,2530,餐费,武汉,0
4,9285.5,52.5,52.5,其它差旅费,唐山,0
7,26990.5,2806,2806,餐费,北京,0
26,13900.85,110.5,110.5,其它差旅费,宁波,0
14,8324.1,365,365,餐费,昆明,0
0,4896,4896,4896,餐费,成都,0
0,7882,90,90,汽油费,临沂,0
0,2821,110,110,餐费,西安,0
1,7835.79,10,10,出租车费,上海,0
1,7835.79,10,10,出租车费,上海,0
2,2858.1,100,100,补贴,哈尔滨,0
26,13900.85,33,33,出租车费,宁波,0
3,11765,300,300,出租车费,北京,0
7,9344.4,740,740,餐费,北京,0
13,35128.1,2785,2785,餐费,南宁,0
8,2965,2965,2965,餐费,广州,0
0,7734,77,77,办公室小食,青岛,0
4,30022,160,160,汽油费,淮安,0
33,16952.66,411.66,411.66,移动电话费,太原,0
5,10587.04,69.5,69.5,其它差旅费,青岛,0
5,10587.04,23,23,出租车费,青岛,0
1,9174.79,136,136,出租车费,上海,0
1,9174.79,50,50,补贴,上海,0
1,9174.79,80,80,出租车费,上海,0
0,8841.5,2620,2620,餐费,杭州,0
11,5370.8,30,30,出租车费,北京,0
28,6170,50,50,补贴,无锡,0
0,12501,471,471,餐费,上海,0
22,6723.66,106,106,出租车费,广州,0
1,5131,1980,1980,餐费,北京,0
33,10166.61,15,15,其它差旅费,新乡,0
7,3042,564,564,餐费,郑州,0
32,14238.25,998,998,办公室小食,济南,0
5,44632.8,130,130,出租车费,上海,0
9,10460,2139,2139,餐费,吉林,0
7,3042,320,320,出租车费,郑州,0
2,4979.5,300,300,餐费,毫州,0
4,499,50,50,补贴,沈阳,0
4,499,102,102,出租车费,沈阳,0
7,6496.7,411.1,411.1,移动电话费,广州,0
34,2952.9,12,12,出租车费,上海,0
1,8830.8,160,160,汽油费,滨州,0
1,14095.36,269.36,269.36,移动电话费,石家庄,0
10,2064.45,230.33,230.33,移动电话费,鄂尔多斯,0
21,9791.38,10,10,出租车费,无锡,0
0,14496.8,666.8,666.8,其它差旅费,石家庄,0
1,16971.6,157,157,餐费,淄博,0
29,15720.5,2948,2948,餐费,厦门,0
8,23932,1193,1193,餐费,中山,0
33,10166.61,197,197,其它差旅费,新乡,0
6,3156.61,340.3,340.3,移动电话费,成都,0
1,7848.4,337.5,337.5,餐费,哈尔滨,0
45,34177.58,330,330,办公室小食,温州,0
2,15155,194,194,餐费,安阳,0
13,8025.1,30,30,餐费,广州,0
19,15489.3,226,226,餐费,广州,0
40,10917.56,108,108,餐费,武汉,0
3,15862.7,164,164,餐费,济南,0
0,6243,113,113,餐费,上海,0
4,15424.17,1800,1800,办公室小食,包头,0
0,5529,143,143,出租车费,上海,0
0,5529,55,55,出租车费,上海,0
2,5933.18,53,53,餐费,武汉,0
30,11850.25,41.5,41.5,其它差旅费,洛阳,0
18,3415.1,1566,1566,员工团队用餐及活动,石家庄,0
1,6919.08,70.54,70.54,办公室小食,宿州,0
26,13819.07,25,25,出租车费,杭州,0
0,5405.4,18.2,18.2,出租车费,北京,0
7,37099.6,2925,2925,餐费,中山,0
6,5744.8,146.2,146.2,餐费,武汉,0
8,7681,192,192,餐费,北京,0
0,6243,1800,1800,旅馆房费-国内,上海,0
0,5405.4,24.2,24.2,出租车费,北京,0
15,10052,134,134,餐费,上海,0
6,1123.5,209,209,餐费,重庆,0
21,17118.37,94.95,94.95,餐费,上海,0
11,7506.2,100,100,固定电话及宽带相关费用,武汉,0
34,23465.7,50,50,其它差旅费,济南,0
4,14835.5,50,50,补贴,锦州,0
32,5207.94,105.7,105.7,办公室小食,广州,0
0,21277,174,174,餐费,北京,0
8,419.14,68,68,出租车费,上海,0
6,6616,272,272,其它差旅费,石家庄,0
38,10454.68,37,37,其它差旅费,成都,0
37,3127,100,100,其它差旅费,宁德,0
37,3127,50,50,补贴,宁德,0
1,2370,1380,1380,餐费,哈尔滨,0
0,7467,27,27,出租车费,上海,0
0,7467,319,319,餐费,上海,0
1,15508,2448,2448,餐费,威海,0
10,25467,794,794,餐费,北京,0
8,4679,110,110,餐费,南京,0
1,17884.8,105,105,办公室小食,北京,0
9,4449.5,131,131,其它差旅费,沈阳,0
2,4979.5,257,257,移动电话费,毫州,0
0,2945.94,47,47,出租车费,上海,0
44,9288.44,538,538,旅馆房费-国内,成都,0
0,2945.94,26,26,出租车费,上海,0
3,2901,168,168,旅馆房费-国内,呼和浩特,0
1,4961,1153,1153,餐费,金华,0
2,9668.1,1518,1518,餐费,沈阳,0
27,19677.05,170,170,餐费,福州,0
5,8570,300,300,移动电话费,广州,0
6,2699.37,244.37,244.37,移动电话费,昆明,0
0,25082,2262,2262,餐费,中山,0
1,8243.04,73,73,餐费,上海,0
1,8243.04,45,45,餐费,上海,0
18,7118.13,23,23,邮寄费用,福州,0
0,24978,64,64,出租车费,上海,0
1,8243.04,62,62,办公室小食,上海,0
0,11078.5,80,80,出租车费,厦门,0
1,8480.88,624,624,餐费,南京,0
0,4537.29,636.09,636.09,办公室小食,重庆,0
0,1320,27,27,出租车费,北京,0
0,1320,28,28,出租车费,北京,0
10,8899.75,208.2,208.2,办公室小食,临汾,0
13,12481,100,100,补贴,牡丹江,0
0,3063.26,175,175,餐费,贵阳,0
0,2269,80,80,补贴,郑州,0
3,2901,15,15,出租车费,呼和浩特,0
31,8147,1225,1225,餐费,西安,0
1,16220.04,2950,2950,餐费,温州,0
6,5133,978,978,办公室小食,北京,0
13,10662.36,17,17,出租车费,宁波,0
6,45132,2998,2998,餐费,上海,0
1,8030,2850,2850,餐费,南京,0
1,3711,310,310,餐费,苏州,0
48,4642.5,133.5,133.5,其它差旅费,桂林,0
17,11395.21,270,270,餐费,沈阳,0
7,8635.03,49.6,49.6,办公室小食,汕头,0
4,13005.75,20,20,其它差旅费,海口,0
4,13005.75,23,23,其它差旅费,海口,0
0,606,140,140,出租车费,桂林,0
44,9288.44,72,72,其它差旅费,成都,0
1,3975.5,627,627,旅馆房费-国内,重庆,0
0,9521.04,104,104,出租车费,沈阳,0
0,4504.1,998.4,998.4,办公室小食,北京,0
44,9288.44,38,38,餐费,成都,0
8,15333.8,340,340,餐费,天津,0
12,4941,95,95,出租车费,北京,0
0,3581.97,326,326,餐费,西安,0
3,6176,403,403,餐费,湖州,0
21,16527.4,100,100,补贴,乌鲁木齐,0
0,8880,300,300,印刷及办公费用,杭州,0
11,18264,4885,4885,餐费,广州,0
0,24978,288,288,餐费,上海,0
11,7808.2,281,281,餐费,广州,0
0,5539.03,7,7,出租车费,潍坊,0
0,14956.32,41,41,出租车费,无锡,0
14,5263.5,16,16,其它差旅费,杭州,0
28,19318.98,105,105,餐费,西安,0
6,6297.6,115,115,出租车费,成都,0
5,8570,180,180,出租车费,广州,0
5,8570,2380,2380,餐费,广州,0
0,1416,380,380,旅馆房费-国内,银川,0
0,1416,836,836,旅馆房费-国内,银川,0
10,10235,214,214,餐费,广州,0
31,2747.8,18,18,出租车费,成都,0
5,14224.62,120,120,其它差旅费,梅州,0
2,9533,130,130,出租车费,兰州,0
10,14761.78,80,80,出租车费,上海,0
10,14761.78,133,133,出租车费,上海,0
1,12153.3,100,100,补贴,新乡,0
1,12153.3,150,150,其它差旅费,新乡,0
10,11835.21,116,116,办公室小食,无锡,0
3,9195.52,40,40,出租车费,上海,0
3,9195.52,50,50,补贴,上海,0
44,5738.1,285.6,285.6,办公室小食,襄樊,0
0,3040.7,89.7,89.7,餐费,上海,0
1,5438.42,24,24,其它差旅费,湘潭,0
20,3479.4,150,150,出租车费,广州,0
1,11660.92,110,110,餐费,杭州,0
1,11660.92,329,329,餐费,杭州,0
56,18248.62,972,972,餐费,嘉兴,0
0,13214.33,664,664,餐费,锦州,0
4,5877.9,147.4,147.4,其它差旅费,梅州,0
17,10971,20,20,出租车费,柳州,0
17,10971,20,20,出租车费,柳州,0
17,10971,65.5,65.5,其它差旅费,柳州,0
17,10971,30,30,出租车费,柳州,0
17,10971,65.5,65.5,其它差旅费,柳州,0
29,9500,400,400,办公室小食,宁波,0
0,4548,4548,4548,餐费,深圳,0
6,15552,2657,2657,餐费,沈阳,0
3,43454.9,2162,2162,餐费,青岛,0
5,16447.08,399,399,餐费,石家庄,0
22,6739.06,50,50,补贴,成都,0
22,6739.06,83,83,出租车费,成都,0
11,6633.5,77.5,77.5,其它差旅费,济南,0
7,3585,160,160,汽油费,合肥,0
2,4405.01,1200,1200,旅馆房费-国内,上海,0
2,3842,1398,1398,餐费,兰州,0
23,9248.67,30,30,出租车费,上海,0
26,11024.96,13,13,其它差旅费,台州,0
3,5109.35,88,88,其它差旅费,贵阳,0
7,2203.1,150,150,汽油费,徐州,0
27,18915,3040,3040,旅馆房费-国内,海口,0
37,10093,695,695,办公室小食,嘉兴,0
17,5737,38,38,出租车费,成都,0
5,6218,500,500,移动电话费,南昌,0
1,5975.3,189,189,出租车费,广州,0
1,5975.3,50,50,补贴,广州,0
4,14835.5,1992,1992,餐费,锦州,0
2,9238.02,100,100,补贴,西安,0
37,10093,151,151,餐费,嘉兴,0
0,9296,46,46,餐费,成都,0
7,4217,800,800,展架，展台,郑州,0
7,4217,170,170,餐费,郑州,0
5,13630.88,97.98,97.98,办公室小食,漳州,0
21,18616,12,12,出租车费,上海,0
21,18616,207,207,餐费,上海,0
3,10998,1002,1002,餐费,长沙,0
3,5896,900,900,固定电话及宽带相关费用,长沙,0
0,3643.59,217,217,餐费,南京,0
5,8175.75,27,27,出租车费,杭州,0
1,15913,2568,2568,餐费,北京,0
8,5702.35,46,46,出租车费,天津,0
8,5702.35,45,45,出租车费,天津,0
7,9486.2,1097,1097,餐费,长春,0
0,4222.53,934,934,餐费,佛山,0
7,37099.6,30,30,其它差旅费,中山,0
29,15962.89,112,112,出租车费,上海,0
56,30042.5,2998,2998,办公室小食,杭州,0
0,6589.15,30,30,餐费,苏州,0
0,6589.15,246.49,246.49,餐费,苏州,0
2,18908.8,100,100,补贴,南京,0
50,17535.9,160,160,汽油费,荆州,0
55,29976.65,100,100,补贴,金华,0
75,18003.3,2860,2860,餐费,杭州,0
17,12812.29,414,414,办公室小食,南宁,0
11,9915.1,244,244,餐费,合肥,0
10,40390.5,81.5,81.5,餐费,北京,0
1,8570.9,2516,2516,餐费,北京,0
44,26482.34,488,488,办公室小食,绍兴,0
2,11495.64,969,969,餐费,苏州,0
0,15390.5,552,552,办公室小食,北京,0
40,35201.4,2992,2992,餐费,上海,0
9,6833.7,168,168,餐费,深圳,0
1,1634,380,380,旅馆房费-国内,杭州,0
26,11024.96,210,210,出租车费,台州,0
3,5109.35,318,318,旅馆房费-国内,贵阳,0
27,7809,568,568,旅馆房费-国内,上海,0
11,5196.2,207,207,出租车费,哈尔滨,0
3,6402.23,343.23,343.23,移动电话费,成都,0
3,6906.8,125,125,餐费,武汉,0
7,12468.55,156,156,餐费,长春,0
0,14838.2,129,129,出租车费,上海,0
0,14838.2,181,181,出租车费,上海,0
29,2129.49,100,100,补贴,南京,0
29,2129.49,19.3,19.3,出租车费,南京,0
0,4500,97,97,办公室小食,南京,0
8,9898.44,12,12,出租车费,宁波,0
3,4941,51,51,餐费,深圳,0
11,380,380,380,旅馆房费-国内,西安,0
8,9898.44,15,15,出租车费,宁波,0
7,12489.1,5500,5500,餐费,北京,0
3,6906.8,347,347,餐费,武汉,0
0,4812.5,1265,1265,餐费,北京,0
13,25434.14,1846,1846,餐费,北京,0
5,4893.3,45,45,出租车费,上海,0
5,4893.3,93,93,出租车费,上海,0
7,2863,60,60,出租车费,成都,0
2,29217,204,204,餐费,北京,0
0,14998.2,100.7,100.7,餐费,杭州,0
1,12210.8,425,425,员工团队用餐及活动,深圳,0
1,10327.1,108,108,餐费,广州,0
1,25583,4388,4388,餐费,梅州,0
1,5199,1612,1612,餐费,北京,0
6,14988.2,2497.2,2497.2,办公室小食,北京,0
17,5874.5,176,176,餐费,深圳,0
0,3189.4,12,12,出租车费,杭州,0
0,3189.4,14,14,出租车费,杭州,0
3,6383.22,150.61,150.61,办公室小食,合肥,0
0,11916.8,1854,1854,餐费,大连,0
1,12210.8,140,140,员工团队用餐及活动,深圳,0
34,10203.35,19.5,19.5,其它差旅费,杭州,0
0,12902,67,67,餐费,上海,0
2,19527,2749,2749,餐费,哈尔滨,0
15,12540.67,29,29,出租车费,宁波,0
5,15668.7,2803,2803,餐费,天津,0
0,6420,268,268,旅馆房费-国内,长治,0
15,8961.75,111,111,办公室小食,广州,0
13,2916.45,15,15,邮寄费用,上海,0
8,7559.86,176.67,176.67,办公室小食,北京,0
8,7559.86,152.9,152.9,办公室小食,北京,0
2,10199,2209,2209,餐费,南京,0
0,5529,70,70,出租车费,上海,0
1,7098.62,333.6,333.6,移动电话费,北京,0
27,7762,145,145,出租车费,上海,0
0,7737.2,100,100,补贴,唐山,0
20,8625.7,120,120,出租车费,广州,0
1,4900.84,100,100,补贴,泉州,0
9,12405.3,350,350,办公室小食,北京,0
9,12405.3,3250,3250,餐费,北京,0
15,14894.1,6,6,其它差旅费,湖州,0
3,3513.21,90,90,餐费,临汾,0
1,4291.7,177,177,出租车费,长春,0
20,8138.9,179,179,餐费,北京,0
0,13061.42,55,55,停车及其他收费,临沂,0
0,5048.69,45,45,其它差旅费,烟台,0
0,5048.69,65,65,餐费,烟台,0
0,5048.69,470,470,其它差旅费,烟台,0
3,12233.8,2775,2775,餐费,绵阳,0
0,4007.4,50,50,补贴,沈阳,0
20,8138.9,445,445,餐费,北京,0
0,3940.68,103.68,103.68,餐费,杭州,0
15,14894.1,6,6,其它差旅费,湖州,0
6,13519,2956,2956,餐费,杭州,0
2,13441,2883,2883,餐费,杭州,0
7,23391.71,252,252,餐费,北京,0
1,4440,207,207,餐费,北京,0
4,8598.9,3000,3000,餐费,郑州,0
1,13064.03,115,115,餐费,广州,0
0,4007.4,24,24,其它差旅费,沈阳,0
0,4007.4,24,24,其它差旅费,沈阳,0
11,10305,120,120,其它差旅费,温州,0
7,13127,2100,2100,餐费,无锡,0
0,7214.1,67,67,出租车费,北京,0
2,9387.77,12.8,12.8,出租车费,西安,0
2,6038.72,44,44,其它差旅费,台州,0
2,1999,998,998,办公室小食,大连,0
14,14018,698,698,餐费,济宁,0
6,8844.5,290,290,餐费,上海,0
6,8844.5,273,273,餐费,上海,0
6,8844.5,37,37,出租车费,上海,0
4,7119.96,218.5,218.5,其它差旅费,沈阳,0
1,9970.9,44,44,餐费,上海,0
4,7119.96,50,50,补贴,沈阳,0
11,6771.69,2974.8,2974.8,餐费,杭州,0
11,23339.14,184,184,餐费,呼和浩特,0
46,14773.5,111.1,111.1,办公室小食,深圳,0
9,46895.45,186,186,办公室小食,济南,0
9,46895.45,77,77,办公室小食,济南,0
0,380,380,380,旅馆房费-国内,西安,0
0,9349.44,678,678,餐费,西宁,0
6,12140,248,248,餐费,上海,0
0,5514.6,513.4,513.4,餐费,贵阳,0
0,5514.6,704,704,餐费,贵阳,0
0,5514.6,200,200,印刷及办公费用,贵阳,0
1,4644.7,2418,2418,餐费,杭州,0
1,6341.38,584,584,餐费,贵阳,0
1,14296.7,10.2,10.2,出租车费,无锡,0
1,14296.7,23,23,其它差旅费,无锡,0
25,18481.11,609,609,餐费,台州,0
0,3070.96,353.3,353.3,办公室小食,长春,0
19,14853.74,239,239,办公室小食,北京,0
1,12333.95,68,68,其它差旅费,佛山,0
1,12333.95,2992,2992,餐费,佛山,0
58,4071,99,99,出租车费,上海,0
13,4039.5,588,588,旅馆房费-国内,郴州,0
13,4039.5,33,33,出租车费,郴州,0
5,3468.4,900,900,其它差旅费,南京,0
1,7832,2988,2988,办公室小食,武汉,0
21,7426.41,22,22,邮寄费用,上海,0
0,3993.3,398,398,其它差旅费,台州,0
5,3468.4,520,520,旅馆房费-国内,南京,0
3,2037,150,150,出租车费,兰州,0
5,11409,160,160,汽油费,铜陵,0
13,15573,558.5,558.5,其它差旅费,成都,0
1,14105.11,476,476,餐费,北京,0
1,14105.11,99.5,99.5,办公室小食,北京,0
2,6547.73,400,400,旅馆房费-国内,兰州,0
3,4496.8,389,389,移动电话费,哈尔滨,0
14,9999.36,50,50,其它差旅费,衢州,0
49,6683.5,56,56,其它差旅费,九江,0
0,19300,874,874,餐费,南京,0
3,24225.71,646,646,餐费,广州,0
0,10598,168,168,餐费,昆明,0
0,26278,2315,2315,餐费,南京,0
6,23567,199,199,餐费,天津,0
0,380,380,380,旅馆房费-国内,西安,0
58,4071,117,117,其它差旅费,上海,0
58,4071,26,26,出租车费,上海,0
27,8954.9,62,62,其它差旅费,唐山,0
8,17402.7,480,480,旅馆房费-国内,银川,0
0,5045.38,300,300,旅馆房费-国内,盘锦,0
0,5045.38,156,156,旅馆房费-国内,盘锦,0
20,4359.2,17,17,出租车费,昆明,0
5,11409,70,70,停车及其他收费,铜陵,0
0,15625,2876,2876,餐费,常州,0
29,13890,60,60,办公室小食,上海,0
5,12979,127,127,餐费,哈尔滨,0
5,12979,4002,4002,办公室小食,哈尔滨,0
14,6661.97,110,110,其它差旅费,台州,0
1,7721,171,171,餐费,滨州,0
4,14039.69,50,50,补贴,沈阳,0
3,3035.5,483,483,旅馆房费-国内,包头,0
5,12979,3000,3000,会议场地及设备租赁,哈尔滨,0
0,6108.75,160,160,餐费,上海,0
0,728.08,54,54,出租车费,上海,0
0,5364.2,544,544,员工团队用餐及活动,成都,0
1,2338.85,140.55,140.55,移动电话费,天津,0
5,9035.5,209,209,餐费,乌鲁木齐,0
0,4818.54,36,36,出租车费,上海,0
0,13196.2,1471,1471,餐费,青岛,0
0,12362.35,7,7,出租车费,武汉,0
0,15231.05,100,100,补贴,成都,0
0,15231.05,473.06,473.06,移动电话费,成都,0
17,33473,361,361,移动电话费,湖州,0
1,15651.56,599,599,餐费,厦门,0
23,15726.08,222,222,餐费,太原,0
0,19300,198,198,餐费,南京,0
42,5617.61,311,311,餐费,重庆,0
0,15055.3,153.3,153.3,办公室小食,南京,0
119,10487.25,24,24,邮寄费用,北京,0
0,10133.7,172.8,172.8,餐费,杭州,0
3,10888,76,76,餐费,沈阳,0
0,8075,2211,2211,餐费,温州,0
4,12077.34,15,15,餐费,武汉,0
2,9316,111,111,餐费,沈阳,0
1,22876.5,61,61,餐费,北京,0
1,4644.7,290,290,餐费,杭州,0
1,4808.89,218.7,218.7,餐费,福州,0
4,9359.2,150,150,出租车费,天津,0
27,14059.35,473,473,餐费,东莞,0
0,5815.3,988,988,餐费,中山,0
14,4999.5,398,398,办公室小食,沈阳,0
0,30511,138,138,餐费,盐城,0
21,39941.6,2828,2828,餐费,北京,0
15,24265,2620,2620,餐费,济南,0
0,10160.33,99.5,99.5,其它差旅费,广州,0
21,15617,480,480,办公室小食,北京,0
6,6570.5,168,168,旅馆房费-国内,重庆,0
1,12249.61,48,48,其它差旅费,中山,0
11,9942.9,16,16,出租车费,成都,0
28,14710.08,73.7,73.7,办公室小食,惠州,0
11,22998,500,500,移动电话费,宁波,0
0,34150.9,160,160,印刷及办公费用,天津,0
0,2956,70,70,其它差旅费,广州,0
0,2956,101,101,出租车费,广州,0
1,7242,40,40,其它差旅费,中山,0
31,4863,9,9,出租车费,北京,0
1,10235,17,17,出租车费,哈尔滨,0
1,10235,14,14,出租车费,哈尔滨,0
7,7003.4,27,27,出租车费,上海,0
7,7233.5,41,41,其它差旅费,无锡,0
18,35273.75,292,292,移动电话费,南京,0
18,35273.75,296.75,296.75,移动电话费,南京,0
0,3525,71,71,出租车费,北京,0
0,3484.3,592.1,592.1,办公室小食,长沙,0
0,15781.35,212,212,餐费,广州,0
0,15781.35,5,5,其它差旅费,广州,0
0,15781.35,228,228,餐费,广州,0
13,14984,382,382,餐费,长沙,0
29,14962.11,91,91,出租车费,北京,0
11,8178.05,1097,1097,餐费,重庆,0
9,18351.1,337,337,移动电话费,长沙,0
0,5252,100,100,其它差旅费,苏州,0
2,8386,2762,2762,餐费,北京,0
16,5127.7,93.9,93.9,印刷及办公费用,广州,0
5,8574.82,126,126,餐费,扬州,0
4,13906.2,20,20,出租车费,深圳,0
0,21642,2597,2597,餐费,济南,0
28,5274,100,100,补贴,上海,0
1,9213.25,12,12,出租车费,武汉,0
4,13906.2,82.6,82.6,出租车费,深圳,0
0,9526,2399,2399,餐费,天津,0
28,5274,547,547,餐费,上海,0
4,11010.65,527,527,餐费,湖州,0
33,11319.19,156,156,员工团队用餐及活动,东莞,0
33,11319.19,361,361,员工团队用餐及活动,东莞,0
2,9383.5,125,125,出租车费,上海,0
6,17012,2980,2980,餐费,厦门,0
50,8768.68,120,120,餐费,北京,0
28,5274,121,121,出租车费,上海,0
4,7887.96,51,51,出租车费,上海,0
28,10358.45,495.4,495.4,出租车费,福州,0
28,10358.45,520.2,520.2,出租车费,福州,0
12,9795.55,200,200,餐费,石家庄,0
14,19179.45,50,50,补贴,宁波,0
29,14962.11,46,46,出租车费,北京,0
0,24615.5,960,960,餐费,苏州,0
5,6673.8,22,22,其它差旅费,上饶,0
0,17806.89,297.6,297.6,办公室小食,锦州,0
3,9987.85,19,19,出租车费,上海,0
11,17545.49,69,69,办公室小食,北京,0
0,4944,50,50,补贴,沈阳,0
14,19179.45,40,40,其它差旅费,宁波,0
0,4944,19,19,出租车费,沈阳,0
9,9256.98,6126,6126,餐费,西宁,0
1,14435.66,38,38,出租车费,温州,0
0,22357,549,549,餐费,上海,0
19,4206,11,11,出租车费,上海,0
19,4206,29,29,出租车费,上海,0
6,6961.09,125,125,餐费,遂宁,0
10,15390.5,92,92,出租车费,青岛,0
1,22938,200,200,其它差旅费,江门,0
0,8647.8,34,34,出租车费,沈阳,0
21,21800.22,150,150,餐费,上海,0
10,21299.5,986,986,办公室小食,杭州,0
1,7300,1800,1800,餐费,上海,0
1,3146.5,22,22,其它差旅费,武汉,0
1,6993.5,50,50,补贴,长春,0
31,1578.48,12,12,其它差旅费,连云港,0
31,1578.48,12,12,其它差旅费,连云港,0
1,20084,88,88,餐费,成都,0
0,8241.8,136,136,餐费,龙岩,0
1,6993.5,127.5,127.5,其它差旅费,长春,0
1,27766.41,576,576,旅馆房费-国内,玉林,0
0,23007,2400,2400,餐费,盐城,0
4,6918.2,110.5,110.5,其它差旅费,赣州,0
14,19179.45,50,50,补贴,宁波,0
8,4298.7,24.6,24.6,办公室小食,东莞,0
5,6673.8,100,100,补贴,上饶,0
0,8241.8,1093,1093,餐费,龙岩,0
2,9723.5,671,671,旅馆房费-国内,上海,0
2,9723.5,76,76,餐费,上海,0
0,9545.4,122,122,办公室小食,沈阳,0
6,7192.75,69,69,餐费,黄石,0
18,8700.5,95,95,餐费,北京,0
0,2931.3,60,60,出租车费,北京,0
6,9692.5,2810,2810,餐费,临沂,0
29,5072.8,203.5,203.5,餐费,北京,0
18,8700.5,212,212,餐费,北京,0
6,6062,1500,1500,餐费,百色,0
26,15664.6,164,164,办公室小食,扬州,0
7,6259.6,385.6,385.6,办公室小食,南宁,0
0,8856,225,225,餐费,苏州,0
1,9299.99,157,157,其它差旅费,锦州,0
6,39763,650,650,餐费,上海,0
0,2448.3,14.3,14.3,出租车费,西安,0
0,11347.91,108,108,餐费,北京,0
0,8629.2,470,470,其它差旅费,合肥,0
31,1578.48,5.5,5.5,出租车费,连云港,0
31,1578.48,4.8,4.8,出租车费,连云港,0
2,8887,100,100,补贴,佛山,0
2,9383.5,126,126,出租车费,上海,0
5,6673.8,138,138,旅馆房费-国内,上饶,0
15,33770.3,10,10,其它差旅费,青岛,0
15,33770.3,269,269,出租车费,青岛,0
0,5330,494,494,餐费,哈尔滨,0
34,4785,545,545,餐费,苏州,0
0,8629.2,75,75,其它差旅费,合肥,0
0,8629.2,125,125,其它差旅费,合肥,0
0,13095,179,179,餐费,上海,0
117,4509,15,15,其它差旅费,揭阳,0
26,15664.6,1386,1386,餐费,扬州,0
11,19218.14,111.5,111.5,餐费,北京,0
0,15781.35,109,109,出租车费,广州,0
0,15781.35,47,47,出租车费,广州,0
0,7842,90,90,汽油费,西安,0
0,19420.9,33.4,33.4,餐费,上海,0
0,14151.78,47.2,47.2,办公室小食,苏州,0
1,17939.71,400,400,餐费,南京,0
12,6122,143,143,餐费,成都,0
6,21885.34,112,112,餐费,杭州,0
0,7028,60,60,出租车费,成都,0
40,11166.7,160,160,汽油费,广州,0
7,7555,980,980,员工团队用餐及活动,南宁,0
0,8725.6,322,322,餐费,北京,0
9,15560.3,1040,1040,员工团队用餐及活动,深圳,0
1,21431.14,945,945,办公室小食,昆明,0
1,21431.14,2736,2736,餐费,昆明,0
20,12617.4,418,418,出租车费,哈尔滨,0
53,8926.7,89,89,餐费,贵阳,0
0,14008,2875,2875,餐费,上海,0
8,9988.17,427,427,餐费,厦门,0
8,4627,79.5,79.5,其它差旅费,长沙,0
0,22252,933,933,其它差旅费,上海,0
11,29175.9,2635,2635,餐费,广州,0
15,33770.3,256,256,出租车费,青岛,0
1,3146.5,22,22,其它差旅费,武汉,0
15,33770.3,10,10,其它差旅费,青岛,0
8,24857,2865,2865,餐费,佛山,0
0,22252,6,6,其它差旅费,上海,0
16,14733.83,324,324,餐费,广州,0
17,7485,147,147,餐费,广州,0
0,2931.3,59,59,出租车费,北京,0
0,2180.73,2000,2000,其它,上海,0
2,6068.73,7.6,7.6,其它差旅费,济宁,0
5,8574.82,12,12,邮寄费用,扬州,0
0,10387,172,172,其它差旅费,大理白族自治州,0
0,3067.78,19,19,出租车费,广州,0
1,27766.41,100,100,补贴,玉林,0
1,14969.76,766,766,餐费,长沙,0
0,22641.06,318,318,餐费,上海,0
0,4944,588,588,旅馆房费-国内,沈阳,0
0,4944,169,169,出租车费,沈阳,0
0,4944,107,107,出租车费,沈阳,0
0,19420.9,805,805,餐费,上海,0
10,39051,40.3,40.3,餐费,上海,0
0,3067.78,28,28,出租车费,广州,0
0,13095,65,65,餐费,上海,0
28,5274,81,81,出租车费,上海,0
0,15781.35,504,504,其它差旅费,广州,0
4,13979.5,2647,2647,餐费,天津,0
0,9190.15,52,52,出租车费,上海,0
11,19710,300,300,餐费,湛江,0
0,3067.78,23,23,出租车费,广州,0
4,9266.7,242,242,办公室小食,南昌,0
0,11347.91,700.01,700.01,旅馆房费-国内,北京,0
0,3067.78,13,13,出租车费,广州,0
13,12180,402,402,餐费,桂林,0
0,9545.4,480,480,餐费,沈阳,0
1,7300,1500,1500,会议场地及设备租赁,上海,0
0,4213.5,99,99,出租车费,武汉,0
31,14003.86,119,119,餐费,长沙,0
50,14981.2,90,90,汽油费,南京,0
8,4627,23,23,出租车费,长沙,0
0,4213.5,10,10,其它差旅费,武汉,0
2,5713.35,211,211,旅馆房费-国内,济宁,0
3,14861.06,160,160,汽油费,石家庄,0
1,10733.66,1890,1890,餐费,太原,0
1,10733.66,1390.5,1390.5,餐费,太原,0
27,12713.8,15,15,出租车费,重庆,0
0,7488,156,156,餐费,昆明,0
0,10176,154,154,餐费,上海,0
0,6432,280.3,280.3,餐费,上海,0
3,10420.3,100,100,补贴,扬州,0
1,9363.6,123,123,餐费,天津,0
32,7307.4,74,74,其它差旅费,汕头,0
