GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
0,11845,2933,2933,餐费,上海,0
0,5564,1866,1866,餐费,沈阳,0
0,1985.1,14,14,其它差旅费,成都,0
0,3758,20,20,出租车费,驻马店,0
0,9999.04,104,104,办公室小食,杭州,0
27,12713.8,45,45,其它差旅费,重庆,0
2,6065,411,411,餐费,湘潭,0
0,7192.5,160,160,汽油费,宁波,0
1,7128.07,2655,2655,餐费,广州,0
0,12624.95,303,303,员工团队用餐及活动,成都,0
28,39081.31,28.5,28.5,其它差旅费,台州,0
2,9723.5,172,172,出租车费,上海,0
0,1584.4,224,224,餐费,天津,0
30,16935.5,100,100,补贴,江门,0
0,5971,109,109,餐费,泰安,0
0,5971,170,170,餐费,泰安,0
11,13554.45,1745,1745,餐费,太原,0
33,3863,161,161,其它差旅费,湛江,0
33,3863,250,250,旅馆房费-国内,湛江,0
5,7082.3,354,354,餐费,上海,0
6,15459.3,100,100,补贴,哈尔滨,0
0,11519.75,100,100,补贴,苏州,0
32,7307.4,54.4,54.4,其它差旅费,汕头,0
8,6167.1,839,839,餐费,广州,0
0,4779.4,95,95,出租车费,广州,0
0,6371.41,685,685,餐费,上海,0
5,3624,319,319,旅馆房费-国内,西安,0
0,11519.75,100,100,其它差旅费,苏州,0
0,1706.4,111,111,出租车费,北京,0
6,9876,185,185,餐费,北京,0
18,14920.4,268,268,餐费,牡丹江,0
0,9986.8,80,80,餐费,成都,0
0,9986.8,819,819,餐费,成都,0
6,3722,176,176,餐费,上海,0
0,5837.7,165,165,餐费,广州,0
6,2852.92,146.2,146.2,办公室小食,武汉,0
12,2628,202,202,餐费,长沙,0
0,7028,223,223,其它差旅费,成都,0
7,4165,493,493,餐费,广州,0
1,12974.5,623,623,餐费,盐城,0
1,12858.7,222,222,餐费,上海,0
31,31993,2829,2829,餐费,金华,0
7,7555,463,463,员工团队用餐及活动,南宁,0
0,12671.28,56,56,出租车费,石家庄,0
1,24906.4,639,639,办公室小食,长沙,0
0,11210.75,499,499,餐费,杭州,0
0,13329.83,288,288,旅馆房费-国内,温州,0
1,12184.76,80.5,80.5,其它差旅费,杭州,0
7,3264,80,80,出租车费,北京,0
46,14062.93,138,138,旅馆房费-国内,百色,0
43,10832,244,244,餐费,海口,0
0,12183.35,65.5,65.5,其它差旅费,保定,0
1,11723.5,505,505,餐费,日照,0
17,10971,65.5,65.5,其它差旅费,柳州,0
9,14968.8,42,42,出租车费,哈尔滨,0
9,14968.8,253,253,出租车费,哈尔滨,0
15,2041.8,45,45,出租车费,上海,0
23,2491.5,71,71,餐费,上海,0
27,14404.75,440,440,旅馆房费-国内,长治,0
6,6616,272,272,其它差旅费,石家庄,0
0,380,380,380,旅馆房费-国内,榆林,0
23,20230,238,238,员工礼品,广州,0
1,7856,2925,2925,餐费,北京,0
5,15798.4,900,900,餐费,北京,0
0,14762,50,50,邮寄费用,潍坊,0
23,20230,93,93,办公室小食,广州,0
17,14675.09,48,48,其它差旅费,成都,0
17,10971,65.5,65.5,其它差旅费,柳州,0
8,2431.05,400,400,办公室小食,南京,0
15,2041.8,50,50,补贴,上海,0
15,2041.8,63,63,出租车费,上海,0
32,9408.7,120,120,移动电话费,青岛,0
32,9408.7,169,169,移动电话费,青岛,0
18,1782.7,517,517,餐费,杭州,0
23,20230,194,194,餐费,广州,0
11,5370.8,14,14,出租车费,北京,0
2,2674.32,896,896,旅馆房费-国内,成都,0
1,17448.3,2448,2448,餐费,东营,0
23,29991.31,630,630,餐费,阜阳,0
1,2330.62,1169,1169,餐费,玉溪,0
0,380,380,380,旅馆房费-国内,西安,0
13,21293,930,930,办公室杂费及租赁费用,上海,0
13,21293,1950,1950,办公室杂费及租赁费用,上海,0
39,14437.24,40,40,办公室小食,太原,0
5,6916.75,100,100,固定电话及宽带相关费用,武汉,0
2,14994,300,300,餐费,北京,0
11,12627,16.8,16.8,出租车费,上海,0
16,13675.81,85,85,餐费,杭州,0
8,11765,406,406,餐费,太原,0
15,7848.4,120,120,出租车费,上海,0
15,7848.4,102.8,102.8,出租车费,上海,0
0,1079.8,217.8,217.8,餐费,深圳,0
0,3295.91,45,45,出租车费,上海,0
75,2872,171,171,餐费,宁波,0
7,14965,86,86,餐费,沈阳,0
0,6394,40,40,其它差旅费,上海,0
0,6394,185,185,餐费,上海,0
45,6589.1,39,39,其它差旅费,上海,0
28,2500,18,18,出租车费,湖州,0
37,10776.5,45,45,餐费,成都,0
29,4353.6,26,26,出租车费,沈阳,0
0,4862.3,100,100,补贴,苏州,0
5,10034,37,37,出租车费,上海,0
5,10034,30,30,出租车费,上海,0
46,24811.67,3480,3480,餐费,梅州,0
8,5550,2950,2950,餐费,成都,0
8,9802.82,496,496,餐费,北京,0
8,9802.82,2360,2360,餐费,北京,0
4,13581.5,1490,1490,办公室小食,沈阳,0
7,23056.8,339,339,餐费,北京,0
2,2674.32,17.8,17.8,出租车费,成都,0
2,2674.32,18.2,18.2,出租车费,成都,0
14,2762.63,71.3,71.3,办公室小食,长春,0
14,2762.63,10,10,出租车费,长春,0
33,18620.3,62.2,62.2,办公室小食,阜阳,0
33,18620.3,77.5,77.5,办公室小食,阜阳,0
2,8699.47,10,10,其它差旅费,淄博,0
19,8414.3,32,32,邮寄费用,蚌埠,0
6,4038.6,1524,1524,旅馆房费-国内,上海,0
6,4038.6,100,100,补贴,上海,0
2,2674.32,60,60,出租车费,成都,0
1,10785,60,60,办公室小食,济南,0
39,14437.24,184,184,餐费,太原,0
15,5061.5,1123,1123,餐费,北京,0
2,7833.35,128.5,128.5,其它差旅费,邯郸,0
21,8434.29,160,160,汽油费,上海,0
21,8434.29,288,288,餐费,上海,0
1,14803,600,600,餐费,苏州,0
0,5948,39,39,餐费,潍坊,0
1,19934.6,170,170,餐费,江门,0
1,14014.7,61.5,61.5,出租车费,青岛,0
1,15668,165,165,餐费,烟台,0
2,5310.64,82.2,82.2,餐费,潍坊,0
2,5310.64,98.5,98.5,其它差旅费,潍坊,0
2,8699.47,100,100,汽油费,淄博,0
1,14334.1,52,52,其它差旅费,潍坊,0
1,14334.1,97,97,餐费,潍坊,0
0,5948,139,139,旅馆房费-国内,潍坊,0
7,7842.6,41,41,出租车费,济南,0
7,7842.6,100,100,补贴,济南,0
7,7842.6,21.5,21.5,出租车费,济南,0
7,7842.6,41.2,41.2,出租车费,济南,0
7,7842.6,44.5,44.5,其它差旅费,济南,0
7,7842.6,24.5,24.5,其它差旅费,济南,0
9,3804.54,268.15,268.15,移动电话费,呼和浩特,0
51,8968,1461,1461,餐费,佛山,0
51,8968,1356,1356,餐费,佛山,0
0,20547.7,816,816,餐费,深圳,0
16,16412,137,137,餐费,北京,0
27,6945.57,170,170,出租车费,深圳,0
27,6945.57,119,119,出租车费,深圳,0
15,7848.4,151.6,151.6,出租车费,上海,0
15,7848.4,156,156,餐费,上海,0
13,4028.8,860,860,餐费,合肥,0
19,15502.5,2449,2449,办公室小食,哈尔滨,0
1,28212,2968,2968,餐费,北京,0
9,4985.9,391,391,餐费,杭州,0
6,7518.95,90,90,餐费,北京,0
7,9456,10,10,邮寄费用,成都,0
7,44153,2110,2110,餐费,南京,0
3,10589.9,331.76,331.76,办公室小食,杭州,0
19,29063.9,203,203,出租车费,上海,0
19,29063.9,80,80,餐费,上海,0
53,14824.8,142,142,餐费,长沙,0
1,6336.4,2578,2578,餐费,杭州,0
4,6702.6,318,318,旅馆房费-国内,深圳,0
9,9801,715,715,旅馆房费-国内,泉州,0
14,18754,2970,2970,餐费,昆明,0
1,2992.7,155.2,155.2,出租车费,上海,0
1,2992.7,20,20,餐费,上海,0
2,4006.72,138.2,138.2,出租车费,海口,0
28,6170,14,14,出租车费,无锡,0
0,9238,2700,2700,员工团队用餐及活动,临沂,0
6,8930.8,494.8,494.8,移动电话费,大连,0
6,8930.8,87,87,办公室小食,大连,0
33,8697.9,2021.2,2021.2,办公室小食,杭州,0
1,2992.7,458,458,旅馆房费-国内,上海,0
1,2992.7,89,89,出租车费,上海,0
17,10971,60,60,出租车费,柳州,0
17,10971,20,20,出租车费,柳州,0
23,23019,1901,1901,餐费,北京,0
2,3596.93,158.5,158.5,其它差旅费,郑州,0
17,10971,65.5,65.5,其它差旅费,柳州,0
17,10971,65.5,65.5,其它差旅费,柳州,0
7,9910.58,70,70,办公室小食,石家庄,0
0,8627.5,151,151,餐费,沈阳,0
31,26550.49,96,96,餐费,杭州,0
7,7842.6,13,13,出租车费,济南,0
17,10971,25,25,出租车费,柳州,0
17,10971,65.5,65.5,其它差旅费,柳州,0
17,10971,65.5,65.5,其它差旅费,柳州,0
13,4028.8,92.1,92.1,办公室小食,合肥,0
19,45056,4480,4480,餐费,江阴,0
23,4755.28,31,31,出租车费,南京,0
7,7842.6,9,9,出租车费,济南,0
48,24924,850,850,餐费,扬州,0
48,24924,100,100,补贴,扬州,0
9,18810.8,1680,1680,餐费,上海,0
31,7555,2358,2358,餐费,成都,0
3,10798,200,200,餐费,沈阳,0
29,11569,207,207,餐费,北京,0
2,2470,2470,2470,办公室小食,大庆,0
8,4277,240,240,餐费,北京,0
8,4277,117,117,餐费,北京,0
3,8914.81,148,148,办公室小食,南通,0
17,10971,65.5,65.5,其它差旅费,柳州,0
7,3585,100,100,补贴,合肥,0
67,20743.47,2406.82,2406.82,旅馆房费-海外,上海,0
7,16856,380,380,餐费,北京,0
5,13488.8,100,100,补贴,阜阳,0
5,14799,2760,2760,餐费,沈阳,0
28,14203.6,461,461,餐费,北京,0
35,18631.95,2739,2739,餐费,济南,0
19,7616.71,200,200,旅馆房费-国内,深圳,0
0,9151,291,291,餐费,济南,0
17,8832.75,450,450,餐费,黄石,0
12,8805.45,8,8,出租车费,石家庄,0
9,22616.8,1775,1775,餐费,阜阳,0
4,9285.5,184,184,旅馆房费-国内,唐山,0
4,9285.5,17.5,17.5,出租车费,唐山,0
4,9285.5,9,9,出租车费,唐山,0
5,43800.1,2838,2838,餐费,北京,0
3,11098,73,73,餐费,贵阳,0
17,10971,65.5,65.5,其它差旅费,柳州,0
12,524.6,200,200,餐费,汕头,0
12,524.6,107.5,107.5,其它差旅费,汕头,0
12,524.6,10,10,其它差旅费,汕头,0
0,1918,1918,1918,餐费,中山,0
0,13174.6,168,168,餐费,济南,0
1,9785.5,30,30,其它差旅费,烟台,0
3,11098,882,882,办公室小食,贵阳,0
35,9560,9560,9560,餐费,成都,0
1,7835.79,30,30,出租车费,上海,0
0,7467,394,394,餐费,上海,0
24,9743.36,294.59,294.59,办公室小食,石家庄,0
38,10454.68,258,258,旅馆房费-国内,成都,0
34,11408.8,2998,2998,餐费,苏州,0
7,650,650,650,旅馆房费-国内,北京,0
30,5042.81,10,10,出租车费,酒泉,0
0,1418.4,580,580,旅馆房费-国内,成都,0
0,1418.4,40,40,出租车费,成都,0
0,1418.4,100,100,补贴,成都,0
16,18752,32,32,出租车费,上海,0
4,30022,1150,1150,餐费,淮安,0
11,21489.6,188,188,餐费,大连,0
4,9359.2,100,100,补贴,天津,0
22,8185,758,758,餐费,汕头,0
8,9955.05,199.65,199.65,移动电话费,深圳,0
6,5349,290,290,办公室小食,北京,0
0,696,113,113,餐费,昆明,0
0,7060.88,43,43,办公室小食,合肥,0
4,9359.2,98,98,办公室小食,天津,0
4,9359.2,20,20,出租车费,天津,0
14,13583.6,2509,2509,餐费,长沙,0
0,13637.79,102,102,其它差旅费,泸州,0
4,14039.69,119.5,119.5,其它差旅费,沈阳,0
5,9440,157,157,餐费,南通,0
1,5492,168,168,餐费,平顶山,0
1,5492,90,90,其它差旅费,平顶山,0
17,33473,1553,1553,餐费,湖州,0
28,14683.2,2520,2520,餐费,福州,0
1,7692.9,500,500,旅馆房费-国内,天津,0
10,39975,2955,2955,餐费,广州,0
0,5155.27,149,149,餐费,上海,0
1,12975.35,96.5,96.5,其它差旅费,重庆,0
0,10160.33,205.2,205.2,出租车费,广州,0
0,9970.55,60,60,出租车费,乌鲁木齐,0
0,2728.3,125,125,餐费,广州,0
0,6568,278,278,餐费,上海,0
3,4950,3090,3090,餐费,邵阳,0
0,4629,198,198,餐费,武汉,0
25,367.42,56,56,出租车费,上海,0
25,367.42,55,55,出租车费,上海,0
1,6351.5,70,70,其它差旅费,北海,0
3,4950,1860,1860,餐费,邵阳,0
4,9359.2,270,270,餐费,天津,0
1,14965,2780,2780,餐费,沈阳,0
1,14965,106,106,餐费,沈阳,0
1,25833.8,2975,2975,餐费,天津,0
4,20810.71,2842,2842,餐费,沈阳,0
0,9790.2,40,40,出租车费,上海,0
2,5507.94,45,45,其它差旅费,赣州,0
1,25833.8,2964,2964,餐费,天津,0
19,14974.5,150,150,餐费,福州,0
2,36040.55,700,700,餐费,北京,0
6,14949.7,100,100,汽油费,菏泽,0
6,14949.7,258.5,258.5,办公室小食,菏泽,0
2,24930.8,393,393,餐费,杭州,0
3,4852.69,17,17,出租车费,南京,0
3,4852.69,20,20,出租车费,南京,0
1,7692.9,229,229,餐费,天津,0
14,15548,650,650,餐费,杭州,0
4,14561,189,189,餐费,郑州,0
4,14561,980,980,餐费,郑州,0
4,14561,63,63,餐费,郑州,0
0,27239,2968,2968,餐费,上海,0
1,7242,433,433,餐费,中山,0
5,24981.3,30,30,办公室小食,南京,0
0,9790.2,168,168,餐费,上海,0
0,6995.25,100,100,补贴,上海,0
7,7003.4,155,155,餐费,上海,0
24,28612.84,1152,1152,印刷及办公费用,北京,0
0,9449.1,100,100,补贴,乌鲁木齐,0
0,17086.5,2955,2955,餐费,桂林,0
35,19089,117,117,餐费,泰安,0
5,15736.43,44,44,餐费,苏州,0
14,15614,165,165,旅馆房费-国内,台州,0
2,9316,508,508,餐费,沈阳,0
0,10494,799,799,餐费,厦门,0
26,18212.92,388,388,移动电话费,呼和浩特,0
0,7373.18,220,220,餐费,包头,0
5,11172,300,300,餐费,昆明,0
27,8954.9,975,975,旅馆房费-国内,唐山,0
27,8954.9,68,68,其它差旅费,唐山,0
8,5769,306,306,餐费,成都,0
1,1688.44,10,10,出租车费,福州,0
1,1688.44,52,52,其它差旅费,福州,0
6,9844.69,26,26,出租车费,上海,0
0,7886.13,100,100,补贴,南通,0
0,8738.8,125,125,出租车费,上海,0
0,9503.8,43,43,其它差旅费,宁德,0
5,16537.02,536,536,旅馆房费-国内,沈阳,0
0,10027.81,208,208,餐费,南京,0
9,5906.8,71,71,餐费,南宁,0
0,2931.3,67,67,出租车费,北京,0
6,9692.5,15.5,15.5,其它差旅费,临沂,0
1,6993.5,50,50,补贴,长春,0
29,5072.8,231,231,餐费,北京,0
5,8574.82,100,100,补贴,扬州,0
0,8981.3,69,69,出租车费,上海,0
0,7006.8,346,346,餐费,广州,0
1,12858.7,115.5,115.5,其它差旅费,上海,0
26,15664.6,73,73,办公室小食,扬州,0
26,15664.6,25,25,其它差旅费,扬州,0
2,6068.73,234,234,旅馆房费-国内,济宁,0
5,6673.8,138,138,旅馆房费-国内,上饶,0
4,15121.36,40,40,其它差旅费,汕头,0
0,4981.5,96.5,96.5,其它差旅费,哈尔滨,0
9,9256.98,22,22,邮寄费用,西宁,0
0,13408.14,65,65,其它差旅费,珠海,0
4,7887.96,488,488,旅馆房费-国内,上海,0
4,7887.96,933,933,餐费,上海,0
54,11837.69,30.2,30.2,出租车费,莆田,0
0,9322.54,186.8,186.8,出租车费,西安,0
2,9383.5,116,116,出租车费,上海,0
4,7887.96,63,63,出租车费,上海,0
4,7887.96,1297,1297,餐费,上海,0
21,10968.83,150,150,汽油费,东莞,0
21,10968.83,87,87,其它差旅费,东莞,0
0,13333,13333,13333,其它业务费用,上海,0
1,6769.36,100,100,汽油费,杭州,0
0,4776.47,295,295,出租车费,上海,0
11,15201.5,2844,2844,餐费,广州,0
1,12829.8,542,542,餐费,南昌,0
0,1985.1,158,158,其它差旅费,成都,0
7,11323,939.5,939.5,餐费,北京,0
14,16040.89,70.6,70.6,办公室小食,哈尔滨,0
20,5024.75,1850,1850,餐费,贵阳,0
49,17065.36,2688,2688,餐费,海口,0
49,17065.36,550,550,出租车费,海口,0
20,3834.65,260,260,餐费,杭州,0
13,5000,80,80,汽油费,长沙,0
1,17939.71,241,241,其它差旅费,南京,0
9,2996.2,123.5,123.5,办公室小食,昆明,0
1,18309.29,986,986,员工礼品,西宁,0
9,9801,100,100,补贴,泉州,0
9,9801,607,607,餐费,泉州,0
3,3830,15,15,出租车费,苏州,0
12,8071.2,383.9,383.9,办公室小食,厦门,0
38,7908.02,141.1,141.1,办公室小食,惠州,0
3,3830,18,18,出租车费,苏州,0
0,2447,100,100,餐费,无锡,0
0,2447,15,15,其它差旅费,无锡,0
3,9129.7,257,257,餐费,烟台,0
3,9129.7,1744,1744,餐费,烟台,0
1,9176.6,10,10,出租车费,西安,0
1,9176.6,50,50,补贴,西安,0
8,41168,1854,1854,餐费,北京,0
15,14893,118,118,出租车费,温州,0
28,23283.42,80,80,办公室小食,上海,0
5,14127.49,46,46,办公室小食,沈阳,0
65,63533.75,114.33,114.33,出租车费,上海,0
1,11830.4,2488,2488,办公室小食,牡丹江,0
0,3943.14,55,55,出租车费,上海,0
7,17009,374,374,餐费,北京,0
9,11161.7,28,28,出租车费,广州,0
9,11161.7,19.6,19.6,出租车费,广州,0
9,11161.7,38.8,38.8,出租车费,广州,0
15,12860.9,462,462,员工团队用餐及活动,重庆,0
15,12860.9,292,292,餐费,重庆,0
7,9910.58,693,693,办公室小食,石家庄,0
7,9910.58,100,100,补贴,石家庄,0
7,9910.58,38,38,办公室小食,石家庄,0
0,3943.14,100,100,出租车费,上海,0
5,6886.3,1980,1980,餐费,青岛,0
4,14798.3,133,133,餐费,北京,0
13,14928,2950,2950,餐费,北京,0
16,25499.4,2868,2868,餐费,北京,0
28,2500,561,561,餐费,湖州,0
28,2500,218.5,218.5,其它差旅费,湖州,0
28,2500,218.5,218.5,其它差旅费,湖州,0
38,8524.92,168,168,餐费,上海,0
15,7848.4,570,570,旅馆房费-国内,上海,0
15,7848.4,156,156,餐费,上海,0
6,16892.6,2400,2400,办公室小食,大连,0
7,14885.5,217,217,餐费,大庆,0
3,19704,2730,2730,餐费,无锡,0
7,7696,100,100,补贴,湛江,0
1,12184.76,20,20,出租车费,杭州,0
1,12184.76,2600,2600,餐费,杭州,0
5,6916.75,100,100,邮寄费用,武汉,0
5,6916.75,650.55,650.55,移动电话费,武汉,0
17,7948.18,988,988,餐费,潍坊,0
2,10450.5,162,162,餐费,济南,0
20,9705.1,27.7,27.7,其它差旅费,济南,0
23,4755.28,156,156,餐费,南京,0
20,9705.1,26,26,其它差旅费,济南,0
20,9705.1,165,165,其它差旅费,济南,0
20,9705.1,16,16,其它差旅费,济南,0
3,1752,351,351,出租车费,武汉,0
3,1752,15,15,出租车费,武汉,0
20,5089.65,19.9,19.9,出租车费,济南,0
59,8948.69,471.42,471.42,餐费,北京,0
2,10450.5,206,206,旅馆房费-国内,济南,0
2,3849,3849,3849,餐费,长春,0
24,9509.83,500,500,餐费,青岛,0
7,1000,1000,1000,餐费,沈阳,0
9,10343.37,67,67,餐费,乌鲁木齐,0
7,8597,205,205,餐费,北京,0
7,9343.4,75,75,餐费,济宁,0
7,9343.4,5,5,停车及其他收费,济宁,0
24,8086.87,146,146,出租车费,上海,0
8,24470,14,14,出租车费,北京,0
24,4585.95,147,147,餐费,北京,0
15,6263,176,176,餐费,上海,0
0,138,138,138,员工团队用餐及活动,上海,0
22,10645,1140,1140,餐费,苏州,0
10,12145,544,544,员工团队用餐及活动,南京,0
31,7745.42,575,575,旅馆房费-国内,郑州,0
31,7745.42,144.5,144.5,其它差旅费,郑州,0
9,11161.7,17.2,17.2,出租车费,广州,0
9,11161.7,143,143,餐费,广州,0
1,18897.6,150,150,汽油费,聊城,0
34,6396.4,582,582,餐费,南昌,0
4,9394.21,10,10,其它差旅费,枣庄,0
42,19299,2959,2959,餐费,丽水,0
21,15477.05,100,100,补贴,包头,0
7,13935.5,122,122,餐费,宁波,0
1,18897.6,182,182,其它差旅费,聊城,0
1,18897.6,1049,1049,餐费,聊城,0
4,4581.11,176,176,办公室小食,合肥,0
1,4116.32,1086,1086,外部服务费,成都,0
22,4562.8,99,99,固定电话及宽带相关费用,厦门,0
1,5866,175,175,其它差旅费,沈阳,0
1,8613.5,2930,2930,餐费-外部人员,昆明,0
0,6999,374,374,餐费,北京,0
5,2985,2985,2985,餐费,上海,0
21,5192.87,327.7,327.7,移动电话费,重庆,0
0,11685,2910,2910,餐费,南通,0
1,14935.96,198,198,办公室小食,濮阳,0
4,13581.5,455,455,餐费,沈阳,0
20,7057.37,294,294,办公室小食,昆明,0
20,8399.1,54,54,餐费,郑州,0
9,14968.8,244,244,出租车费,哈尔滨,0
9,14968.8,253,253,出租车费,哈尔滨,0
9,14968.8,248,248,出租车费,哈尔滨,0
7,16856,2980,2980,餐费,北京,0
40,35201.4,231,231,餐费,上海,0
40,35201.4,99,99,办公室小食,上海,0
1,4980,4980,4980,餐费,惠州,0
7,14965,136,136,餐费,沈阳,0
6,6616,127,127,办公室小食,石家庄,0
0,14762,2568,2568,餐费,潍坊,0
2,7629,172,172,餐费,烟台,0
0,3571,158,158,办公室小食,合肥,0
28,15092,30,30,出租车费,乌鲁木齐,0
28,15092,436,436,餐费,乌鲁木齐,0
17,10971,65.5,65.5,其它差旅费,柳州,0
8,3617.19,157,157,餐费,安阳,0
8,3617.19,158.5,158.5,其它差旅费,安阳,0
11,5370.8,9.7,9.7,出租车费,北京,0
11,5370.8,46,46,出租车费,北京,0
28,15092,30,30,出租车费,乌鲁木齐,0
28,15092,50,50,出租车费,乌鲁木齐,0
7,46765.1,59.9,59.9,办公室小食,北京,0
37,11994.8,22,22,其它差旅费,宁波,0
5,8069.59,8.6,8.6,其它差旅费,潍坊,0
5,6886.3,996,996,办公室小食,青岛,0
7,14885.5,2836,2836,餐费,大庆,0
16,25499.4,2868,2868,餐费,北京,0
28,2500,760,760,旅馆房费-国内,湖州,0
28,2500,218.5,218.5,其它差旅费,湖州,0
28,2500,218.5,218.5,其它差旅费,湖州,0
0,3181,158,158,餐费,北京,0
0,5969.91,12,12,其它差旅费,南京,0
9,6121.1,65.5,65.5,其它差旅费,北京,0
3,14836,160,160,汽油费,淮安,0
23,4755.28,109,109,出租车费,南京,0
23,4755.28,120,120,出租车费,南京,0
21,5192.87,158.98,158.98,办公室小食,重庆,0
11,16462.5,1677,1677,餐费,德阳,0
14,3571.55,415.4,415.4,移动电话费,上海,0
2,5310.64,79.5,79.5,其它差旅费,潍坊,0
14,21728.6,160,160,餐费,成都,0
19,7616.71,89.5,89.5,其它差旅费,深圳,0
19,7616.71,58,58,出租车费,深圳,0
0,1664,388,388,移动电话费,上海,0
28,14203.6,237,237,餐费,北京,0
28,14203.6,500,500,出租车费,北京,0
28,14203.6,1166,1166,餐费,北京,0
13,23140.65,716,716,其它差旅费,沈阳,0
13,23140.65,50,50,补贴,沈阳,0
29,4353.6,416,416,移动电话费,沈阳,0
29,4353.6,284,284,移动电话费,沈阳,0
1,14095.36,1928,1928,餐费,石家庄,0
0,1664,388,388,移动电话费,上海,0
5,8069.59,13.5,13.5,其它差旅费,潍坊,0
4,6542.9,69,69,餐费,北京,0
5,8069.59,79.5,79.5,其它差旅费,潍坊,0
3,8768,340,340,其它差旅费,南京,0
8,25601.1,2930,2930,餐费,济南,0
22,26558.8,2934,2934,餐费,杭州,0
0,14768.1,269,269,出租车费,广州,0
2,14997,226,226,餐费,天津,0
0,15719,102,102,其它差旅费,临沂,0
0,15719,409,409,旅馆房费-国内,临沂,0
13,2772.4,184.72,184.72,办公室小食,珠海,0
18,1782.7,193.3,193.3,移动电话费,杭州,0
0,4760,4760,4760,餐费,宁波,0
10,17466.46,46,46,办公室小食,杭州,0
35,4197,1000,1000,餐费,江阴,0
0,8257.35,238,238,其它差旅费,武汉,0
11,5826.6,164,164,餐费,成都,0
0,5706,165,165,餐费,成都,0
4,11697,284,284,其它差旅费,武汉,0
0,14783,207,207,餐费,杭州,0
0,14783,178,178,餐费,杭州,0
